area,bedrooms,bathrooms,location,age,parking,stories,main_road,furnishing_status,price
2575,4,4,Waterfront Bay,12,0,2,No,Furnished,1098481.78
2427,3,2,Waterfront Bay,38,1,2,Yes,Furnished,955244.23
1615,2,2,Green Valley,39,1,1,Yes,Unfurnished,339990.53
1857,3,3,Green Valley,21,0,2,Yes,Unfurnished,466974.49
2222,4,3,Waterfront Bay,16,0,1,Yes,Unfurnished,934468.94
967,1,1,Metro Corridor,21,2,1,No,Semi-Furnished,302334.87
1463,3,3,Waterfront Bay,33,1,1,Yes,Semi-Furnished,660467.38
2484,4,3,Downtown,7,1,3,Yes,Unfurnished,975050.58
1094,1,1,Metro Corridor,17,1,2,Yes,Semi-Furnished,328067.63
2033,2,2,Metro Corridor,23,3,2,Yes,Furnished,563569.87
1050,2,1,Waterfront Bay,41,0,1,Yes,Semi-Furnished,431243.39
2178,3,2,Downtown,1,1,3,Yes,Unfurnished,852599.75
1782,3,3,Waterfront Bay,1,2,2,Yes,Unfurnished,841109.37
947,1,1,Metro Corridor,26,0,2,Yes,Semi-Furnished,299658.74
2881,3,2,Green Valley,13,1,3,Yes,Semi-Furnished,672225.57
1347,2,2,Waterfront Bay,38,1,1,Yes,Furnished,518944.69
1307,2,1,Metro Corridor,11,3,2,No,Semi-Furnished,406188.45
1959,3,2,Waterfront Bay,31,2,3,Yes,Semi-Furnished,869105.76
2862,4,3,West Hills,27,3,2,Yes,Furnished,983109.53
1204,3,2,Downtown,27,0,2,Yes,Unfurnished,559689.51
1853,2,1,West Hills,24,2,1,Yes,Unfurnished,539695.64
2146,4,4,Waterfront Bay,3,0,2,Yes,Furnished,1004858.15
2385,4,3,Green Valley,25,2,2,Yes,Unfurnished,567665.3
1940,4,4,Waterfront Bay,35,2,1,Yes,Semi-Furnished,925704.55
1561,2,1,Suburban Heights,2,0,2,Yes,Semi-Furnished,523596.14
1298,3,2,Metro Corridor,0,2,1,Yes,Unfurnished,408169.58
1871,3,2,Suburban Heights,16,0,1,No,Furnished,509298.53
1177,1,1,Waterfront Bay,6,1,2,Yes,Unfurnished,564030.69
650,2,1,Suburban Heights,4,3,2,Yes,Semi-Furnished,358846.87
2153,3,3,Metro Corridor,18,0,1,Yes,Unfurnished,555279.44
2595,4,2,Suburban Heights,38,0,1,Yes,Semi-Furnished,705551.62
702,2,1,Downtown,33,1,1,Yes,Furnished,309702.74
1207,1,1,Suburban Heights,34,2,1,Yes,Semi-Furnished,353852.78
2316,4,3,Green Valley,15,0,1,Yes,Furnished,570227.15
4117,5,3,Downtown,39,1,1,Yes,Furnished,1304821.5
1823,3,1,Suburban Heights,38,2,1,Yes,Furnished,514560.72
1351,2,2,West Hills,26,0,2,Yes,Unfurnished,476198.03
1680,2,1,Downtown,40,1,3,Yes,Unfurnished,594871.86
3133,4,3,Suburban Heights,37,2,2,Yes,Unfurnished,823599.24
1396,3,3,Green Valley,24,1,2,Yes,Unfurnished,400337.29
1313,3,2,Downtown,25,2,1,Yes,Unfurnished,578342.59
1490,2,1,Metro Corridor,13,0,2,Yes,Furnished,398327.81
1234,2,1,Metro Corridor,13,3,2,No,Unfurnished,415029.19
1898,3,2,Waterfront Bay,13,3,2,Yes,Unfurnished,827382.79
3462,5,4,Waterfront Bay,24,0,1,No,Furnished,1346499.85
2057,3,2,Green Valley,35,0,1,Yes,Semi-Furnished,445124.88
1634,3,2,Metro Corridor,3,3,2,Yes,Semi-Furnished,521464.81
1608,3,2,Downtown,14,1,1,Yes,Unfurnished,647454.89
967,1,1,Waterfront Bay,31,1,2,Yes,Semi-Furnished,444560.63
2574,5,3,West Hills,17,2,1,Yes,Unfurnished,970755.01
1752,2,2,Suburban Heights,13,2,1,Yes,Furnished,535704.24
1682,4,3,Suburban Heights,0,2,2,Yes,Furnished,597712.62
4800,5,3,Green Valley,41,1,2,No,Unfurnished,874588.39
2037,3,3,Suburban Heights,19,1,1,Yes,Furnished,649776.69
1338,1,2,Metro Corridor,9,2,2,No,Semi-Furnished,413991.58
1524,2,1,West Hills,9,2,1,Yes,Semi-Furnished,552140.73
2862,4,3,Downtown,23,2,2,Yes,Unfurnished,1038703.04
1891,3,1,West Hills,33,3,2,Yes,Furnished,697214.86
1017,1,1,Suburban Heights,27,2,2,Yes,Furnished,533931.47
2611,5,4,Waterfront Bay,26,1,1,Yes,Semi-Furnished,1166737.16
1384,2,1,Waterfront Bay,39,2,1,Yes,Semi-Furnished,571287.33
3825,5,3,Suburban Heights,0,1,2,Yes,Semi-Furnished,1123943.94
2785,4,2,West Hills,32,0,1,Yes,Unfurnished,785034.57
1511,2,2,Green Valley,3,1,2,Yes,Semi-Furnished,405410.94
3018,5,4,Metro Corridor,6,2,2,Yes,Unfurnished,792233.01
1857,2,1,Waterfront Bay,8,3,1,No,Furnished,789525.76
2543,5,4,Metro Corridor,15,1,2,Yes,Semi-Furnished,732942.51
2194,3,1,Downtown,4,1,1,No,Unfurnished,821609.57
1288,2,2,Downtown,33,1,3,Yes,Semi-Furnished,549700.92
1397,3,2,Downtown,22,2,2,Yes,Furnished,592080.3
2729,5,3,West Hills,24,2,2,Yes,Unfurnished,953922.4
1581,2,1,Downtown,12,1,1,Yes,Semi-Furnished,565747.86
1538,2,1,Suburban Heights,23,2,3,No,Unfurnished,429330.31
1233,2,2,Waterfront Bay,10,1,2,Yes,Furnished,662423.63
2141,3,1,Suburban Heights,16,1,1,No,Semi-Furnished,561939.93
4125,5,3,Green Valley,36,1,1,No,Unfurnished,773948.3
1179,2,1,Green Valley,12,2,1,Yes,Semi-Furnished,353172.77
1825,3,2,West Hills,26,0,3,Yes,Furnished,662749.99
3180,5,4,West Hills,19,2,2,Yes,Furnished,1119149.93
1751,3,2,West Hills,32,1,3,Yes,Furnished,597836.7
2166,4,2,Metro Corridor,41,1,2,Yes,Semi-Furnished,564010.81
1182,1,1,West Hills,31,1,2,Yes,Semi-Furnished,393682.73
2145,2,2,Downtown,7,1,1,Yes,Furnished,787531.43
1677,3,2,Waterfront Bay,28,1,1,Yes,Furnished,733724.64
2681,4,2,Suburban Heights,39,2,1,Yes,Semi-Furnished,734189.95
2907,4,3,Suburban Heights,18,1,2,No,Semi-Furnished,789051.46
4800,5,4,Suburban Heights,5,2,3,Yes,Semi-Furnished,1358980.27
2279,3,2,Metro Corridor,38,1,3,Yes,Semi-Furnished,593265.22
2059,4,3,West Hills,40,1,1,Yes,Unfurnished,665483.24
1954,3,2,Downtown,20,1,2,No,Furnished,763041.07
1569,2,2,Waterfront Bay,21,3,2,Yes,Semi-Furnished,767333.0
2070,4,3,West Hills,41,1,2,No,Semi-Furnished,638745.62
1606,2,2,Downtown,9,1,2,No,Furnished,641245.05
1934,3,1,Downtown,9,2,1,No,Semi-Furnished,645149.03
3062,4,4,Metro Corridor,28,0,3,Yes,Unfurnished,777731.69
1208,1,1,Suburban Heights,15,2,2,Yes,Furnished,436995.99
2852,4,3,Metro Corridor,0,0,2,No,Furnished,725306.03
3062,5,4,Metro Corridor,16,2,1,No,Semi-Furnished,790777.52
1724,3,2,Metro Corridor,29,0,1,No,Semi-Furnished,416319.36
773,1,1,Downtown,25,3,1,Yes,Semi-Furnished,311738.34
1417,1,1,Downtown,18,1,2,Yes,Semi-Furnished,576032.87
3037,4,2,Waterfront Bay,20,1,3,Yes,Unfurnished,1171952.5
1791,3,2,Downtown,16,0,1,No,Furnished,666612.33
1212,2,1,Suburban Heights,39,1,2,No,Furnished,357778.56
1477,2,1,Metro Corridor,20,2,2,Yes,Furnished,447602.05
2530,4,3,Green Valley,40,1,1,Yes,Semi-Furnished,524792.57
2250,3,2,Metro Corridor,39,1,2,Yes,Semi-Furnished,530734.67
1643,2,2,Suburban Heights,18,1,2,Yes,Unfurnished,517160.96
1561,2,1,West Hills,6,1,1,Yes,Semi-Furnished,577291.86
1545,2,2,Waterfront Bay,16,0,1,Yes,Semi-Furnished,565623.28
1250,1,1,Suburban Heights,0,0,2,Yes,Furnished,454467.12
3450,5,4,Metro Corridor,36,2,1,Yes,Semi-Furnished,835426.04
1589,3,2,Downtown,5,3,3,No,Furnished,739344.42
2942,5,4,Suburban Heights,25,1,2,Yes,Unfurnished,877566.15
3322,5,3,Metro Corridor,1,2,1,No,Semi-Furnished,814039.44
2695,5,3,Downtown,31,0,1,No,Furnished,910765.44
1521,2,1,Green Valley,4,1,3,Yes,Semi-Furnished,405335.92
2124,3,2,Downtown,36,1,2,No,Furnished,808931.46
1790,2,2,Metro Corridor,30,1,2,No,Semi-Furnished,425004.96
1259,1,1,Suburban Heights,11,1,1,Yes,Furnished,387218.02
2058,3,2,Downtown,34,2,2,Yes,Semi-Furnished,726506.66
1128,1,1,Downtown,29,3,1,Yes,Semi-Furnished,450162.71
2907,5,4,West Hills,5,0,2,No,Semi-Furnished,968176.36
1501,4,3,Metro Corridor,14,1,3,Yes,Semi-Furnished,494988.5
1959,3,2,West Hills,14,3,1,Yes,Furnished,731756.27
2024,3,1,Green Valley,15,1,2,No,Semi-Furnished,415501.89
1630,2,1,Metro Corridor,19,2,1,No,Semi-Furnished,446654.67
2286,4,3,Downtown,12,1,2,Yes,Semi-Furnished,879142.71
1495,2,1,West Hills,41,1,1,Yes,Unfurnished,473651.73
2561,5,3,Waterfront Bay,30,1,3,Yes,Furnished,1168701.56
1055,1,1,Suburban Heights,33,2,1,Yes,Semi-Furnished,361532.22
1901,1,1,Downtown,28,2,2,No,Semi-Furnished,666753.31
3926,5,3,Waterfront Bay,2,1,2,Yes,Semi-Furnished,1547908.17
1211,3,3,West Hills,8,2,3,Yes,Unfurnished,596565.19
1378,1,1,Waterfront Bay,10,1,2,No,Furnished,629818.0
2220,2,1,West Hills,10,0,2,Yes,Unfurnished,664016.1
1942,3,2,Green Valley,24,2,1,No,Furnished,472279.57
2080,3,3,Downtown,21,1,1,Yes,Semi-Furnished,834668.59
2198,3,2,Metro Corridor,41,1,2,No,Semi-Furnished,526777.62
2330,3,1,West Hills,8,1,1,No,Furnished,721838.79
2818,4,2,Downtown,19,3,1,Yes,Unfurnished,1021281.09
2130,3,2,Metro Corridor,20,2,1,No,Furnished,545211.58
1641,2,1,Waterfront Bay,9,2,2,No,Unfurnished,667080.49
2366,4,3,Waterfront Bay,21,0,1,No,Semi-Furnished,967323.45
3865,4,3,Downtown,28,2,1,Yes,Semi-Furnished,1285269.74
1714,2,2,Suburban Heights,8,1,1,Yes,Unfurnished,549142.41
1224,1,1,Suburban Heights,4,3,2,Yes,Semi-Furnished,456328.15
2815,4,3,Suburban Heights,39,0,2,Yes,Furnished,799919.73
1723,2,2,Downtown,10,1,2,Yes,Unfurnished,723591.6
758,2,2,Metro Corridor,0,1,2,Yes,Furnished,347109.95
2537,3,2,Metro Corridor,41,2,1,Yes,Semi-Furnished,589053.07
1459,2,1,Suburban Heights,0,2,1,Yes,Unfurnished,491011.67
1743,3,2,Waterfront Bay,38,1,1,No,Semi-Furnished,584656.1
2064,4,3,Downtown,4,1,2,No,Furnished,894054.61
1951,3,2,Metro Corridor,21,2,2,Yes,Furnished,536887.14
2401,4,4,Downtown,25,0,1,Yes,Furnished,979297.77
1518,1,1,Downtown,5,2,2,No,Semi-Furnished,615508.24
2219,2,2,Suburban Heights,31,3,2,Yes,Furnished,687583.34
1629,3,3,West Hills,10,0,3,Yes,Unfurnished,670455.51
2429,4,3,Suburban Heights,9,0,2,No,Semi-Furnished,718632.64
2312,4,2,Downtown,38,1,2,Yes,Unfurnished,801047.01
1243,1,1,West Hills,33,0,2,No,Unfurnished,307969.7
2791,5,4,West Hills,30,1,3,No,Unfurnished,981400.67
1459,3,2,West Hills,11,2,3,Yes,Furnished,597808.51
2497,4,3,Waterfront Bay,15,1,2,No,Semi-Furnished,1036405.6
2094,3,2,Metro Corridor,37,1,2,Yes,Semi-Furnished,552936.31
3771,5,4,Suburban Heights,2,2,2,No,Furnished,1148729.49
1653,2,2,Suburban Heights,1,2,1,No,Semi-Furnished,532847.09
1572,3,2,Suburban Heights,4,3,2,Yes,Unfurnished,533206.47
1794,2,1,Waterfront Bay,10,0,1,Yes,Furnished,716567.98
1601,3,2,Waterfront Bay,24,2,3,Yes,Furnished,786746.46
2489,3,2,Downtown,34,2,2,Yes,Furnished,902464.11
947,1,1,Suburban Heights,34,1,2,No,Unfurnished,262702.24
1186,3,3,Suburban Heights,21,1,2,Yes,Unfurnished,459467.84
1179,2,2,West Hills,36,0,2,Yes,Furnished,420759.86
2644,5,4,Downtown,21,2,1,Yes,Semi-Furnished,1054122.85
3584,5,3,Green Valley,10,1,2,Yes,Unfurnished,789358.88
1734,2,1,Waterfront Bay,31,3,2,No,Semi-Furnished,700656.19
1689,3,2,Suburban Heights,34,2,1,Yes,Semi-Furnished,523685.55
1859,3,1,Downtown,30,1,2,No,Furnished,693728.55
2877,5,3,West Hills,7,1,1,No,Semi-Furnished,959999.52
1247,2,1,West Hills,19,0,2,Yes,Semi-Furnished,445635.02
1988,2,1,Green Valley,41,1,1,Yes,Unfurnished,383274.38
2670,4,2,Suburban Heights,33,2,2,Yes,Furnished,742052.73
2209,5,4,Waterfront Bay,3,2,1,Yes,Furnished,1055174.96
1950,3,2,West Hills,17,1,2,Yes,Semi-Furnished,679559.13
2698,4,3,West Hills,3,2,1,No,Semi-Furnished,896818.88
650,2,2,Green Valley,19,1,1,No,Unfurnished,207615.41
2371,4,2,Waterfront Bay,8,1,2,Yes,Unfurnished,1016673.97
1391,2,1,West Hills,15,1,1,Yes,Furnished,521580.48
869,1,1,Downtown,25,1,2,Yes,Unfurnished,377238.26
2218,4,2,Suburban Heights,37,3,1,No,Furnished,674617.13
3132,5,2,Downtown,24,2,1,Yes,Semi-Furnished,1123215.04
1711,2,2,West Hills,3,1,2,Yes,Unfurnished,651738.59
2646,5,4,West Hills,40,1,2,Yes,Furnished,944388.48
3445,5,4,Downtown,40,0,2,Yes,Furnished,1160197.21
3059,4,3,Waterfront Bay,37,1,2,Yes,Semi-Furnished,1091683.95
3484,5,4,Suburban Heights,18,2,1,Yes,Semi-Furnished,994512.53
2432,4,3,Waterfront Bay,13,3,1,Yes,Semi-Furnished,1054723.52
1863,3,2,Downtown,20,2,1,Yes,Semi-Furnished,759591.69
952,1,2,Waterfront Bay,14,1,2,No,Unfurnished,468658.47
1638,2,1,Metro Corridor,2,1,2,Yes,Unfurnished,436858.25
1290,2,2,Suburban Heights,36,0,1,Yes,Unfurnished,378495.9
4308,5,4,Suburban Heights,15,0,1,No,Semi-Furnished,1144030.82
1685,1,1,Green Valley,13,1,1,Yes,Furnished,404250.89
1899,2,2,Downtown,8,1,3,Yes,Furnished,762841.3
2254,4,2,Metro Corridor,6,1,2,No,Semi-Furnished,578588.71
1839,3,2,Suburban Heights,13,2,1,Yes,Unfurnished,561143.37
3561,5,4,Green Valley,5,2,2,Yes,Unfurnished,815518.76
1409,1,1,Suburban Heights,20,1,1,No,Furnished,375850.93
1954,2,1,West Hills,14,2,2,No,Furnished,673178.89
1343,1,1,Downtown,7,1,2,Yes,Furnished,522826.81
1066,2,2,Green Valley,33,1,1,Yes,Furnished,272088.56
1415,2,2,Suburban Heights,39,2,2,Yes,Semi-Furnished,276380.42
1781,2,2,Suburban Heights,0,1,2,No,Unfurnished,544724.71
1522,2,2,Downtown,31,2,1,No,Semi-Furnished,586206.76
1370,2,1,Green Valley,4,0,2,Yes,Semi-Furnished,343756.01
1030,3,3,West Hills,29,1,2,Yes,Semi-Furnished,493348.26
1748,2,1,Downtown,21,1,3,Yes,Furnished,701017.73
990,2,1,Downtown,19,2,1,Yes,Unfurnished,415272.18
2450,4,3,Suburban Heights,15,2,1,Yes,Semi-Furnished,775886.31
1868,2,2,Waterfront Bay,6,2,2,Yes,Furnished,912531.01
1009,2,1,Waterfront Bay,6,2,2,Yes,Semi-Furnished,580289.16
1597,2,2,Green Valley,1,1,1,Yes,Semi-Furnished,401144.13
1338,2,1,West Hills,13,1,3,No,Furnished,516302.96
2054,4,2,Green Valley,30,2,1,No,Furnished,453390.14
3090,5,4,Suburban Heights,40,1,1,No,Semi-Furnished,825226.82
853,2,1,West Hills,13,3,2,Yes,Furnished,481175.87
1893,3,2,Suburban Heights,4,1,1,No,Furnished,608433.69
1695,2,2,Suburban Heights,10,1,1,No,Semi-Furnished,552816.63
2365,4,2,Suburban Heights,39,1,2,Yes,Semi-Furnished,679998.47
1968,4,3,Suburban Heights,4,2,1,Yes,Semi-Furnished,672962.51
1338,1,1,Green Valley,28,3,3,No,Unfurnished,314116.69
1591,2,2,Suburban Heights,10,1,2,Yes,Semi-Furnished,537268.9
1314,2,2,Metro Corridor,4,0,2,Yes,Semi-Furnished,461599.19
2780,4,3,West Hills,31,1,1,Yes,Unfurnished,885765.71
1823,2,2,Suburban Heights,35,1,1,Yes,Semi-Furnished,495415.64
3867,5,3,Suburban Heights,14,3,2,Yes,Furnished,1110351.86
1764,2,1,Suburban Heights,18,1,2,Yes,Semi-Furnished,532192.22
1361,2,1,Downtown,21,1,2,Yes,Semi-Furnished,502377.09
986,2,2,Metro Corridor,33,1,1,Yes,Semi-Furnished,308243.95
878,1,1,Green Valley,16,1,2,No,Unfurnished,218482.25
959,1,1,Waterfront Bay,11,2,1,No,Semi-Furnished,473035.32
2011,3,2,Green Valley,24,0,2,Yes,Unfurnished,444604.75
2216,4,3,Waterfront Bay,16,1,2,Yes,Furnished,942373.44
960,1,1,Suburban Heights,9,3,1,Yes,Semi-Furnished,373161.79
2586,4,2,Suburban Heights,27,0,2,Yes,Unfurnished,725236.83
1490,2,2,Downtown,17,2,1,No,Furnished,656650.39
1917,2,1,Downtown,17,1,2,Yes,Furnished,732469.32
3445,5,3,Suburban Heights,31,1,2,Yes,Semi-Furnished,910311.49
2588,4,2,Downtown,13,0,1,Yes,Unfurnished,855983.34
1623,2,1,Downtown,15,1,3,Yes,Furnished,617789.86
1265,3,2,Downtown,17,1,2,Yes,Semi-Furnished,631944.03
764,1,1,Downtown,15,1,3,Yes,Furnished,425356.06
1356,3,1,Downtown,16,1,1,No,Semi-Furnished,614324.16
1661,3,2,West Hills,6,1,3,Yes,Unfurnished,681226.84
1218,2,1,Metro Corridor,11,2,1,Yes,Furnished,390144.15
1715,3,3,Downtown,33,2,2,Yes,Furnished,430828.31
1864,3,3,Downtown,9,0,3,Yes,Semi-Furnished,803276.75
1652,3,2,West Hills,4,1,1,Yes,Semi-Furnished,649689.96
1394,1,1,Downtown,20,2,1,Yes,Furnished,578008.81
1934,3,2,West Hills,2,2,2,No,Semi-Furnished,700230.69
2157,4,3,Downtown,18,0,2,Yes,Unfurnished,904451.33
1168,1,1,Waterfront Bay,34,1,2,Yes,Semi-Furnished,472588.21
3179,5,3,Downtown,5,1,1,Yes,Semi-Furnished,1202154.18
1738,4,3,Waterfront Bay,13,1,2,Yes,Semi-Furnished,863482.9
1821,3,2,Metro Corridor,3,3,1,Yes,Semi-Furnished,542002.73
2400,4,3,Downtown,17,2,3,Yes,Furnished,925583.7
1984,2,1,Green Valley,28,2,2,Yes,Semi-Furnished,414686.3
2647,5,3,Suburban Heights,34,1,2,Yes,Unfurnished,800119.07
2028,3,2,Green Valley,37,0,1,Yes,Furnished,460945.67
1415,2,2,Downtown,15,2,2,Yes,Semi-Furnished,642777.96
2089,3,2,Downtown,19,0,2,Yes,Furnished,830827.24
1144,1,1,Suburban Heights,23,1,2,Yes,Semi-Furnished,342187.08
1888,3,1,Downtown,34,1,1,Yes,Semi-Furnished,629037.15
1784,2,1,Metro Corridor,18,1,2,Yes,Semi-Furnished,451674.87
1663,2,1,Suburban Heights,3,1,2,Yes,Semi-Furnished,494491.06
1717,3,2,West Hills,32,1,1,Yes,Furnished,571509.64
851,1,1,Downtown,1,2,1,Yes,Unfurnished,384804.59
1451,3,3,West Hills,12,2,1,No,Semi-Furnished,548487.05
1876,4,2,West Hills,29,0,1,No,Furnished,591930.67
1927,3,3,Metro Corridor,33,2,1,Yes,Unfurnished,514904.47
1198,2,2,Waterfront Bay,29,1,2,Yes,Furnished,640657.45
2999,5,4,Green Valley,23,1,2,Yes,Semi-Furnished,681991.38
1278,1,1,Green Valley,32,2,2,Yes,Semi-Furnished,330372.63
2664,4,4,Metro Corridor,40,1,1,Yes,Semi-Furnished,680678.94
2144,3,2,West Hills,9,1,2,No,Furnished,748916.47
1396,1,1,Suburban Heights,17,2,3,Yes,Semi-Furnished,464936.97
3677,5,3,Downtown,18,3,1,No,Furnished,1234634.9
1121,2,1,Green Valley,6,1,1,Yes,Semi-Furnished,292678.22
2611,3,1,Green Valley,18,0,2,Yes,Semi-Furnished,549879.59
2697,4,3,Downtown,23,1,2,No,Semi-Furnished,974125.81
1382,3,3,Suburban Heights,14,1,2,No,Unfurnished,452061.85
3155,5,4,Metro Corridor,40,1,2,No,Unfurnished,750978.04
1635,2,1,Downtown,41,1,1,No,Semi-Furnished,536103.06
2029,3,2,Downtown,22,2,2,Yes,Semi-Furnished,746896.07
2006,3,3,Green Valley,3,0,1,Yes,Furnished,507560.61
1713,3,2,Metro Corridor,37,1,1,Yes,Unfurnished,465196.69
2500,3,3,Green Valley,3,1,1,Yes,Unfurnished,587505.48
2483,4,4,Downtown,4,1,1,No,Furnished,1046531.64
898,2,2,Waterfront Bay,40,3,2,No,Semi-Furnished,461843.77
3046,4,3,West Hills,22,1,2,No,Unfurnished,583189.61
929,3,3,Suburban Heights,39,2,3,Yes,Furnished,411173.22
2732,4,3,Waterfront Bay,36,2,1,Yes,Semi-Furnished,1100133.47
2837,4,2,Metro Corridor,10,2,3,No,Semi-Furnished,707367.41
1168,1,1,Green Valley,10,0,2,Yes,Semi-Furnished,307920.79
1534,2,1,Waterfront Bay,12,3,2,Yes,Furnished,739406.47
1161,1,1,Downtown,13,0,2,Yes,Furnished,496468.38
1659,2,2,Downtown,7,0,2,Yes,Furnished,644735.16
1598,2,1,Suburban Heights,24,1,1,No,Unfurnished,431909.96
2469,4,3,Downtown,17,1,2,Yes,Semi-Furnished,951936.59
3053,5,3,Suburban Heights,17,1,2,Yes,Semi-Furnished,930072.7
3159,5,3,Suburban Heights,9,1,2,Yes,Semi-Furnished,918658.77
1443,1,1,Metro Corridor,6,1,2,Yes,Furnished,389444.21
1662,4,2,Waterfront Bay,13,2,1,Yes,Unfurnished,718429.07
922,2,1,Suburban Heights,14,1,2,Yes,Unfurnished,337097.72
1309,2,1,West Hills,15,1,2,No,Semi-Furnished,452078.29
2659,4,3,West Hills,1,3,2,No,Semi-Furnished,941126.16
3450,5,3,Green Valley,29,1,1,Yes,Semi-Furnished,721996.3
1103,1,1,West Hills,29,2,2,Yes,Semi-Furnished,446660.57
1426,2,1,Green Valley,17,3,1,Yes,Furnished,380721.92
1789,2,1,Waterfront Bay,30,0,2,No,Semi-Furnished,679655.12
2022,3,2,Suburban Heights,12,1,3,Yes,Unfurnished,643674.12
1307,2,1,Suburban Heights,19,2,1,Yes,Furnished,418394.59
2142,2,2,Green Valley,34,3,1,Yes,Semi-Furnished,478221.06
1495,2,1,Waterfront Bay,22,2,1,Yes,Furnished,693814.98
1797,3,2,Downtown,41,0,2,Yes,Furnished,686883.84
2249,4,3,West Hills,32,2,3,No,Semi-Furnished,823019.88
1812,3,4,Waterfront Bay,37,0,2,No,Furnished,810765.42
1518,3,1,West Hills,34,1,1,Yes,Unfurnished,469341.71
1730,2,2,Green Valley,35,1,2,Yes,Semi-Furnished,431251.62
1745,3,2,Green Valley,19,1,2,Yes,Furnished,464394.51
1559,2,1,Waterfront Bay,2,2,1,Yes,Semi-Furnished,728904.8
1630,2,1,Downtown,7,2,2,Yes,Unfurnished,649344.94
3427,5,3,Suburban Heights,39,2,1,Yes,Furnished,920885.5
2262,4,3,West Hills,31,0,2,No,Semi-Furnished,749776.92
1606,3,1,West Hills,28,1,1,Yes,Unfurnished,564333.53
2389,4,3,West Hills,6,2,1,Yes,Furnished,900272.93
1582,3,2,West Hills,1,1,2,Yes,Unfurnished,635529.9
2890,4,3,Downtown,20,3,2,Yes,Furnished,1079437.04
2096,3,2,Metro Corridor,5,2,1,Yes,Furnished,627642.47
1732,3,2,Downtown,27,2,3,Yes,Semi-Furnished,762098.84
2162,4,3,Downtown,41,0,2,Yes,Furnished,751914.53
964,1,1,Metro Corridor,35,2,1,No,Semi-Furnished,271920.87
1152,2,1,Suburban Heights,31,2,2,Yes,Semi-Furnished,382730.38
1121,2,1,West Hills,41,1,2,Yes,Furnished,410078.24
1914,3,2,Suburban Heights,8,2,2,Yes,Unfurnished,600265.87
3615,5,2,Downtown,10,1,1,Yes,Semi-Furnished,1229267.06
4413,5,4,Suburban Heights,22,1,2,Yes,Semi-Furnished,1164692.34
2333,3,2,West Hills,10,2,2,No,Semi-Furnished,759160.7
2209,2,2,Waterfront Bay,1,2,2,Yes,Furnished,976248.28
879,1,1,West Hills,2,2,1,Yes,Semi-Furnished,374527.97
1455,3,1,Metro Corridor,10,1,2,Yes,Unfurnished,428117.04
1319,2,1,Suburban Heights,34,1,1,Yes,Furnished,401542.12
1410,1,2,Metro Corridor,14,2,2,Yes,Semi-Furnished,478107.28
1690,2,2,Metro Corridor,10,0,3,No,Semi-Furnished,446087.05
1496,1,1,Metro Corridor,30,1,1,Yes,Semi-Furnished,352961.0
819,2,2,West Hills,27,0,1,No,Unfurnished,289953.35
2438,3,2,Waterfront Bay,27,0,2,Yes,Furnished,983849.42
1177,3,2,Suburban Heights,31,2,2,Yes,Furnished,459642.86
1989,4,2,West Hills,24,2,1,Yes,Furnished,709106.58
4144,5,2,Waterfront Bay,19,0,2,Yes,Semi-Furnished,1498376.19
1251,1,1,West Hills,27,1,2,Yes,Furnished,415012.02
657,1,1,Suburban Heights,24,0,2,No,Unfurnished,180400.07
1612,2,1,Downtown,10,1,2,Yes,Semi-Furnished,636207.68
2808,4,3,Suburban Heights,18,0,1,Yes,Furnished,814044.83
3957,5,3,Downtown,27,1,3,No,Semi-Furnished,1302906.77
1105,1,1,Downtown,0,2,1,Yes,Semi-Furnished,511221.73
2205,2,2,Metro Corridor,4,2,1,No,Furnished,617062.65
1500,2,2,Suburban Heights,9,1,1,Yes,Furnished,523864.59
1733,2,1,Suburban Heights,41,2,2,Yes,Furnished,450872.83
4800,5,4,Waterfront Bay,33,3,2,Yes,Furnished,1834719.89
991,2,2,Suburban Heights,35,1,1,Yes,Unfurnished,229843.94
2001,4,4,Downtown,1,1,2,No,Semi-Furnished,903208.09
2179,3,2,West Hills,17,1,2,No,Unfurnished,704123.53
2791,4,3,Metro Corridor,12,1,2,Yes,Unfurnished,683699.79
1880,3,1,Metro Corridor,4,2,2,Yes,Furnished,526433.23
2045,2,1,Downtown,19,2,1,Yes,Unfurnished,693140.45
1545,3,3,Suburban Heights,1,1,1,Yes,Furnished,567071.42
2013,3,3,Metro Corridor,10,2,2,Yes,Furnished,599649.63
1576,3,3,Downtown,29,2,2,Yes,Semi-Furnished,696806.38
2318,2,1,Downtown,31,0,1,No,Semi-Furnished,671627.44
1559,2,2,Metro Corridor,31,1,2,Yes,Semi-Furnished,459163.74
2102,3,1,Metro Corridor,37,2,2,No,Semi-Furnished,495523.45
1787,3,3,Suburban Heights,27,3,2,Yes,Unfurnished,618672.78
2836,5,3,Downtown,9,2,1,No,Semi-Furnished,1083050.25
1771,4,3,Suburban Heights,21,3,2,Yes,Semi-Furnished,656728.1
889,1,1,Suburban Heights,16,1,2,Yes,Semi-Furnished,330113.17
2995,4,3,Suburban Heights,21,1,1,No,Semi-Furnished,847856.61
1258,3,1,Suburban Heights,18,1,1,Yes,Furnished,466414.03
1391,2,1,Suburban Heights,16,0,2,No,Unfurnished,344065.13
1424,3,2,West Hills,23,2,2,Yes,Semi-Furnished,528293.59
3133,5,3,Metro Corridor,35,3,1,No,Semi-Furnished,751719.76
